Vehicle Type,Distance (km),Is Weekend,Weather Code,Traffic Code,Day of Week,Month,Origin_Bangalore,Origin_Chennai,Origin_Delhi,Origin_Hyderabad,Origin_Jaipur,Origin_Kolkata,Origin_Lucknow,Origin_Mumbai,Origin_Pune,Destination_Bangalore,Destination_Chennai,Destination_Delhi,Destination_Hyderabad,Destination_Jaipur,Destination_Kolkata,Destination_Lucknow,Destination_Mumbai,Destination_Pune,Delayed
2,0.7304257808482391,0,0,2,2,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,-0.5044388345688232,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0.7899604668170244,0,2,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-1.4704371262558873,0,0,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2,-0.2835843543620391,1,0,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,-1.2495826460491033,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.509571300641455,0,0,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.36361529633088463,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.9730344273553911,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1.4045120639141626,0,2,1,3,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-1.186207012598461,0,0,2,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,-0.6465538913975364,1,0,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.1087591078111647,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.016638504372969664,0,1,1,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,0.6247997250971684,0,2,2,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0.3194444002895278,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1.0933953178837363,0,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1.250874164639878,1,1,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1.650332702753018,1,0,2,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,-1.4685166525149589,0,0,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0.6036745139469543,0,1,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,-0.6446334176566079,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.2047827948575927,0,0,1,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0.8014833092625957,0,1,2,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,-0.24133393206161086,0,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0.09090802511902954,1,0,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.117069957925033,0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.2522278193570283,1,0,3,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0.8053242567444527,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.16451498242446858,0,2,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.6542357863612507,1,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.5217230982371802,1,1,1,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.18117029094267173,1,0,1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-0.07809366408268349,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,-1.32064017446346,1,0,1,5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,1.1971008998938784,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.3609701230229596,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1.316170271831449,1,0,1,6,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,1.5965594380070183,0,2,1,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.7150619909208106,1,0,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.40970666611317,1,0,1,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,1.2931245869403063,1,0,2,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0.3828200337401702,0,1,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0.02561191792745859,0,0,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1.1452481088888073,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-1.6432797629394575,0,0,2,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,-0.8059532118946067,0,0,3,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-1.172763696411961,1,0,2,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.6196672590245366,1,2,1,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-1.2303779086398177,1,0,3,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.3079215578439565,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.09345745401011195,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,-1.2111731712305323,0,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.016576368246594,1,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,-0.32583477666246735,0,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.2047827948575927,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,-1.0613762194381047,0,0,2,3,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1.0242582632103083,0,0,2,1,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,-1.437789072660102,0,0,1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0.7342667283300962,0,1,1,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.7880399930760957,1,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,-0.6273491539882509,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,-0.6446334176566079,1,0,2,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,-0.8808516877908203,1,0,3,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.930155049904809,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.7457895707756675,0,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,1.1625323725571644,0,0,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0.3156034528076707,0,0,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,-1.2783897521630316,0,1,2,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.3117625053258136,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.06402139274602973,1,0,2,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,-1.4742780737377446,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.44043424596802694,1,0,2,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.7342667283300962,0,0,2,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,-0.8981359514591774,0,0,1,2,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,-0.3373576191080387,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1.6945035987943746,1,2,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.7035391484752392,1,0,2,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,-1.6816892377580286,0,0,1,3,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.145310245015183,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.5600704369293756,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-1.082501430588319,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0.24646639813424265,0,0,1,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8283699416355955,1,0,2,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,-1.1055471154794616,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1.5946389642660899,1,0,3,5,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.5767878815739544,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.5409278356464657,1,1,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,-0.5966215741333939,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.34503951407175293,0,2,1,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,-1.355208701800174,1,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0.5806288290558116,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,-0.7425775784439642,0,2,1,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1.120281950256736,0,2,3,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2,1.047303948101451,1,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-1.0248872183604623,1,0,2,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0.7822785718533101,0,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0.29639871539838514,0,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.017930022963744362,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1.285442691976592,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.08193461156454061,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1.1586914250753073,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,-0.22404966839325383,0,1,1,3,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.15875356120168288,0,1,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1.281601744494735,0,2,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.3776875676675384,1,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.24517487954346795,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,0.37129719129459887,1,0,3,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-1.238059803603532,0,1,2,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.35656235651732426,0,0,2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3,0.29255776791652804,1,0,2,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,1.6061618067116612,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0.3328877164760277,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.4973237586288872,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.48715457090046616,0,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0396220531377367,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0.12547655245574357,1,0,1,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.471728644846662,0,0,3,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0.20037502835195728,0,0,2,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.8091652042263099,0,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.7425775784439642,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1.4275577488053053,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-0.786748474485321,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,-0.04544561048689802,0,0,2,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0.26375066180259965,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,-0.8021122644127495,0,0,1,3,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,-0.279743406880182,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0.1542836585696719,0,0,2,3,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,-1.2361393298626033,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.3974591241006022,1,0,1,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.2272616607249571,1,0,2,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,-1.2015708025258893,1,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,-0.16835592990632567,0,0,2,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.28295539921188523,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1.1049181603293077,0,1,1,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-0.01855897811389822,0,0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1.429478222546234,1,1,2,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.5114917743823836,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0.899427470049952,0,0,1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-1.255344067271889,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1.719469757426446,0,1,2,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.4064325376550912,1,0,2,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1.2182261110440926,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.6478454099883111,0,1,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.2163677734295396,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.5883107240195258,1,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-1.576063182006958,0,0,3,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1.416034906359734,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-0.37960804140846693,0,0,3,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,-1.4089819665461736,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,1.702185493758089,1,2,3,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.8289988967857493,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1.550468068224733,0,2,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,-1.272628330940246,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.3655357700718132,0,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.12547655245574357,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,-0.5601325730557514,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.36361529633088463,0,2,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.7918809405579529,0,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1.5831161218205183,1,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,-1.4435504938828876,0,0,2,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,-0.4045742000405382,0,2,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,-0.8539650554178205,1,0,1,6,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.5402988804963119,0,2,2,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,-0.986477743541891,0,0,1,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.1740552150027357,0,0,1,3,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,-0.34311904033082435,0,0,1,1,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0.3828200337401702,1,0,1,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,-0.635031048951965,0,0,3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,-0.9154202151275344,0,2,1,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,-0.6446334176566079,0,0,3,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0.5191736693460978,1,2,2,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1.6656964926804463,1,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,-0.38921041011310975,1,0,2,6,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.38666098122202736,0,0,1,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1.36802306283652,1,1,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.24262545065238555,1,0,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,-0.9403863737596057,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,-1.3398449118727456,1,0,2,6,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0.3885814549629559,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.004486706777244464,0,0,1,4,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1.636889386566518,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-1.4128229140280306,1,0,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.9378369448685232,0,0,2,3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.7938014142988814,1,0,1,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,-1.238059803603532,1,1,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.6305611463199541,0,1,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0.24838687187517122,1,0,2,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.7028144489082429,1,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-1.2764692784221032,0,0,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.120281950256736,0,0,2,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,-1.021046270878605,1,2,1,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0.46155945711824103,1,1,1,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,-1.554937970856744,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.7041681036253931,0,0,3,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,-1.6048702881208865,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1.5274223833335903,0,0,3,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.44427519344988403,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.5025183608278946,1,0,2,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.8264494678946669,0,0,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.25990971432074256,1,1,1,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.33672866395788487,0,0,1,3,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-1.3936181766187452,0,0,2,3,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,-0.279743406880182,1,0,2,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.5249350905688834,1,1,1,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.264946435976532,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.5600704369293756,0,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1.1183614765158076,0,0,2,3,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.21573881827938574,1,0,3,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.7419486232938104,0,0,1,3,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.43851377222709836,1,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.5863902502785973,0,0,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-0.05312750545061225,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3,-0.1049802964556833,1,1,1,6,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1.3718640103183772,1,0,2,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,-0.9922391647646767,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,-1.5683812870432439,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,-1.0191257971376764,0,2,2,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0.30600108410302795,1,0,1,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.1183614765158076,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.6599350714576606,0,1,3,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.15236318482874336,0,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0.7841990455942387,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,1.6138437016753753,0,0,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1.3353750092407346,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,-0.7387366309621072,0,0,2,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-1.1766046438938182,0,0,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.1785251176347467,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6420839887655254,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.29318672306668186,1,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,-1.1746841701528896,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.5428483093873944,0,2,1,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
