Shipment ID,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter,Origin_Bangalore,Origin_Chennai,Origin_Delhi,Origin_Hyderabad,Origin_Jaipur,Origin_Kolkata,Origin_Lucknow,Origin_Mumbai,Origin_Pune,Destination_Bangalore,Destination_Chennai,Destination_Delhi,Destination_Hyderabad,Destination_Jaipur,Destination_Kolkata,Destination_Lucknow,Destination_Mumbai,Destination_Pune
SHIP000715,2024-03-04,2024-03-06,2024-03-07,2,-0.8289988967857493,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.39223693264409354,-0.5404239141346763,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SHIP000716,2023-12-22,2023-12-23,2023-12-30,1,-1.3763339129503882,Clear,Heavy,Yes,2.477377855919785,-1.3080987361427099,0,0,3,-0.5411145571027989,-0.5404239141346763,4,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000717,2023-03-03,2023-03-07,2023-03-09,0,0.4193090348178128,Rain,Moderate,Yes,0.03147872185540848,0.4211231764456965,0,1,2,0.6539301581468091,1.0899370908722663,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SHIP000718,2023-09-25,2023-09-29,2023-09-30,3,0.5902311977604544,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.7971745751935635,-0.5404239141346763,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000719,2023-02-26,2023-02-28,2023-03-05,0,-0.3911308838540383,Clear,Moderate,Yes,1.4990182022940344,-0.7316914319465744,1,0,2,-0.025273706951284603,-0.5404239141346763,6,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SHIP000720,2023-10-20,2023-10-23,2023-10-27,3,0.010248128000030134,Clear,Moderate,Yes,1.009838375481159,-0.15528412775043895,0,0,2,0.31110924993379024,-0.5404239141346763,4,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000721,2023-07-14,2023-07-15,2023-07-16,1,-0.9845572698009625,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-0.5226054470349598,-0.5404239141346763,4,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SHIP000722,2024-04-02,2024-04-04,2024-04-10,1,-0.7771461057806783,Rain,Light,Yes,1.9881980291069097,-0.7316914319465744,0,1,1,-0.9096872706275938,0.27475658836879496,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SHIP000723,2024-02-07,2024-02-10,2024-02-15,2,0.02561191792745859,Clear,Light,Yes,1.4990182022940344,-0.15528412775043895,0,0,1,-0.573304313742519,-0.5404239141346763,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHIP000724,2023-12-09,2023-12-13,2023-12-14,3,0.5422193542372404,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,1,0,2,0.7569373793939134,-0.5404239141346763,5,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHIP000725,2023-09-14,2023-09-16,2023-09-17,2,-0.7617823158532498,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.3359048585245834,-0.5404239141346763,3,9,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SHIP000726,2023-08-14,2023-08-15,2023-08-19,1,-1.6010293406390292,Clear,Light,Yes,1.009838375481159,-1.3080987361427099,0,0,1,-1.2549224105885917,-0.5404239141346763,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000727,2023-04-02,2023-04-07,2023-04-07,0,1.0588267905470223,Clear,Light,No,-0.946880931770342,0.997530480641832,1,0,1,-0.14035208693828388,-0.5404239141346763,6,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000728,2023-05-30,2023-06-05,2023-06-07,1,1.35457974665002,Rain,Moderate,Yes,0.03147872185540848,1.5739377848379674,0,1,2,1.437750732323993,1.0899370908722663,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000729,2023-11-23,2023-11-28,2023-11-28,0,1.2700789020491636,Clear,Light,No,-0.946880931770342,0.997530480641832,0,0,1,-0.051830256179053666,-0.5404239141346763,3,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SHIP000730,2023-11-11,2023-11-14,2023-11-15,1,0.14084034238317203,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,1,0,2,0.4205544225088385,-0.5404239141346763,5,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000731,2024-05-09,2024-05-10,2024-05-10,3,-1.1708432226710326,Clear,Light,No,-0.946880931770342,-1.3080987361427099,0,0,1,-1.0746597734061591,-0.5404239141346763,3,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000732,2024-03-31,2024-04-01,2024-04-01,1,-1.168922748930104,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.0738550294901663,-0.5404239141346763,6,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000733,2023-05-17,2023-05-19,2023-05-21,0,-0.45642699104560924,Clear,Light,Yes,0.03147872185540848,-0.7316914319465744,0,0,1,-0.7752950366567625,-0.5404239141346763,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000734,2023-01-08,2023-01-09,2023-01-13,3,-1.1362746953343186,Rain,Light,Yes,1.009838375481159,-1.3080987361427099,1,1,1,-1.0601743829182853,0.27475658836879496,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000735,2023-10-03,2023-10-05,2023-10-06,0,-0.5466892568692514,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.15564222134215092,-0.5404239141346763,1,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000736,2023-09-19,2023-09-20,2023-09-23,0,-1.4665961787740303,Fog,Moderate,Yes,0.5206585486682838,-1.3080987361427099,0,2,2,-0.9265868928634469,2.720298095879209,1,9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000737,2023-10-23,2023-10-24,2023-10-28,2,-1.4742780737377446,Clear,Light,Yes,1.009838375481159,-1.3080987361427099,0,0,1,-1.2018093121330535,-0.5404239141346763,0,10,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000738,2023-02-09,2023-02-11,2023-02-12,1,-0.9250225838321772,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.47271132424339374,-0.5404239141346763,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000739,2023-08-30,2023-09-01,2023-09-06,3,-0.9461477949823913,Rain,Moderate,Yes,1.4990182022940344,-0.7316914319465744,0,1,2,-0.49041569039523975,1.0899370908722663,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHIP000740,2023-12-07,2023-12-12,2023-12-15,3,1.1318047927023074,Clear,Moderate,Yes,0.5206585486682838,0.997530480641832,0,0,2,1.2510501438136166,-0.5404239141346763,3,12,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SHIP000741,2024-03-01,2024-03-04,2024-03-05,2,-0.02624087307761245,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.2805289811260562,-0.5404239141346763,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000742,2023-06-22,2023-06-27,2023-06-30,2,0.9397574186094518,Fog,Moderate,Yes,0.5206585486682838,0.997530480641832,0,2,2,1.0901013606150163,2.720298095879209,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SHIP000743,2023-05-04,2023-05-08,2023-05-08,0,0.4596389833773125,Clear,Light,No,-0.946880931770342,0.4211231764456965,0,0,1,-0.39143218872810054,-0.5404239141346763,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHIP000744,2023-05-17,2023-05-21,2023-05-22,0,0.5134122481233121,Rain,Light,Yes,-0.4577011049574668,0.4211231764456965,0,1,1,-0.3688993590802965,0.27475658836879496,2,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SHIP000745,2024-03-09,2024-03-10,2024-03-11,0,-1.1324337478524613,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,1,0,2,-0.6465360100978822,-0.5404239141346763,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SHIP000746,2023-04-06,2023-04-09,2023-04-12,3,-0.3296757241443245,Clear,Moderate,Yes,0.5206585486682838,-0.15528412775043895,0,0,2,0.02622990367226753,-0.5404239141346763,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHIP000747,2023-11-08,2023-11-13,2023-11-16,2,1.0933953178837363,Rain,Heavy,Yes,0.5206585486682838,0.997530480641832,0,1,3,2.563587470798203,1.9051175933757376,2,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SHIP000748,2023-09-14,2023-09-16,2023-09-17,0,-0.6484743651384649,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.24094507643740914,-0.5404239141346763,3,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000749,2023-01-22,2023-01-23,2023-01-28,1,-0.9845572698009625,Clear,Moderate,Yes,1.4990182022940344,-1.3080987361427099,1,0,2,-0.5226054470349598,-0.5404239141346763,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000750,2023-10-19,2023-10-22,2023-10-23,3,0.07554423519160108,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.3658318362213144,-0.5404239141346763,3,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000751,2023-09-25,2023-09-28,2023-09-29,2,-0.016638504372969664,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.2885764202859862,-0.5404239141346763,0,9,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000752,2023-04-13,2023-04-14,2023-04-21,3,-1.0959447467748187,Fog,Moderate,Yes,2.477377855919785,-1.3080987361427099,0,2,2,-0.6159557412901481,2.720298095879209,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SHIP000753,2023-12-19,2023-12-22,2023-12-26,3,-0.16835592990632567,Rain,Moderate,Yes,1.009838375481159,-0.15528412775043895,0,1,2,0.16142688155909188,1.0899370908722663,1,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHIP000754,2024-05-29,2024-05-31,2024-05-31,1,-0.6427129439156792,Clear,Light,No,-0.946880931770342,-0.7316914319465744,0,0,1,-0.8533551965080837,-0.5404239141346763,2,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SHIP000755,2023-08-06,2023-08-09,2023-08-09,2,-0.005115661927398322,Clear,Light,No,-0.946880931770342,-0.15528412775043895,1,0,1,-0.586180216398407,-0.5404239141346763,6,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000756,2023-03-08,2023-03-11,2023-03-09,3,-1.50692612733353,Rain,Moderate,Yes,-1.9252405853960926,-0.15528412775043895,0,1,2,-0.960386137335153,1.0899370908722663,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000757,2023-02-23,2023-03-01,2023-03-01,0,1.5005357509605906,Clear,Light,No,-0.946880931770342,1.5739377848379674,0,0,1,0.044739013740106574,-0.5404239141346763,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000758,2023-05-03,2023-05-05,2023-05-06,0,-0.4986774133460375,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.11540502554250083,-0.5404239141346763,2,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SHIP000759,2023-02-18,2023-02-21,2023-02-21,1,-0.3104709867350389,Clear,Light,No,-0.946880931770342,-0.15528412775043895,1,0,1,-0.7141344990412943,-0.5404239141346763,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000760,2023-07-14,2023-07-18,2023-07-19,0,0.45387756215452685,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.6829009391225572,-0.5404239141346763,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000761,2024-02-02,2024-02-04,2024-02-06,0,-0.8097941593764637,Rain,Moderate,Yes,0.03147872185540848,-0.7316914319465744,0,1,2,-0.3761420543242335,1.0899370908722663,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000762,2023-04-20,2023-04-23,2023-04-27,1,0.09666944634181521,Clear,Light,Yes,1.009838375481159,-0.15528412775043895,0,0,1,-0.5435287888507779,-0.5404239141346763,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000763,2023-09-13,2023-09-14,2023-09-19,2,-1.003762007210248,Clear,Heavy,Yes,1.4990182022940344,-1.3080987361427099,0,0,3,-0.07275359799487172,-0.5404239141346763,2,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000764,2024-04-06,2024-04-09,2024-04-12,3,-0.3296757241443245,Rain,Light,Yes,0.5206585486682838,-0.15528412775043895,1,1,1,-0.7221819382012243,0.27475658836879496,5,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000765,2023-03-27,2023-03-28,2023-03-29,0,-1.2015708025258893,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-0.7044775720493783,-0.5404239141346763,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000766,2024-03-15,2024-03-16,2024-03-16,1,-1.4339481251782449,Clear,Light,No,-0.946880931770342,-1.3080987361427099,0,0,1,-1.1849096898972005,-0.5404239141346763,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000767,2024-02-08,2024-02-09,2024-02-10,1,-1.099785694256676,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-0.6191747169541201,-0.5404239141346763,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000768,2024-04-27,2024-04-28,2024-04-28,0,-1.203491276266818,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.0883404199780402,-0.5404239141346763,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000769,2023-09-17,2023-09-19,2023-09-19,0,-0.39305135759496684,Clear,Light,No,-0.946880931770342,-0.7316914319465744,1,0,1,-0.7487384874289934,-0.5404239141346763,6,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SHIP000770,2023-10-12,2023-10-15,2023-10-15,1,-0.11650313890125463,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.6328553635260011,-0.5404239141346763,3,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000771,2023-11-02,2023-11-03,2023-11-03,3,-1.30719685827696,Clear,Light,No,-0.946880931770342,-1.3080987361427099,0,0,1,-1.1317965914416623,-0.5404239141346763,3,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000772,2023-09-08,2023-09-09,2023-09-10,2,-1.5645403395613866,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-1.008670772294733,-0.5404239141346763,4,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SHIP000773,2023-06-05,2023-06-09,2023-06-09,2,0.4865256157503123,Clear,Light,No,-0.946880931770342,0.4211231764456965,0,0,1,-0.3801657739041985,-0.5404239141346763,0,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SHIP000774,2023-09-23,2023-09-24,2023-09-24,1,-1.017205323396748,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.0102802601267191,-0.5404239141346763,5,9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHIP000775,2023-10-13,2023-10-16,2023-10-19,2,-0.17027640364725424,Clear,Moderate,Yes,0.5206585486682838,-0.15528412775043895,0,0,2,0.15981739372710588,-0.5404239141346763,4,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000776,2023-05-11,2023-05-12,2023-05-18,3,-1.4934828111470302,Fog,Light,Yes,1.9881980291069097,-1.3080987361427099,0,2,1,-1.2098567512929836,1.0899370908722663,3,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SHIP000777,2024-04-01,2024-04-07,2024-04-04,2,-0.16451498242446858,Clear,Light,Yes,-2.4144204122089676,1.5739377848379674,0,0,1,-0.6529739614258262,-0.5404239141346763,0,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000778,2023-02-03,2023-02-06,2023-02-07,1,0.15236318482874336,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.43021134950075457,-0.5404239141346763,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000779,2024-03-30,2024-04-01,2024-04-03,0,-0.4295403586726094,Fog,Light,Yes,0.03147872185540848,-0.7316914319465744,1,2,1,-0.7640286218328605,1.0899370908722663,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000780,2024-03-31,2024-04-04,2024-04-06,0,0.4020247711494558,Rain,Moderate,Yes,0.03147872185540848,0.4211231764456965,1,1,2,0.6394447676589351,1.0899370908722663,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SHIP000781,2023-03-14,2023-03-18,2023-03-18,1,0.5575831441646689,Clear,Light,No,-0.946880931770342,0.4211231764456965,0,0,1,-0.3503902490124574,-0.5404239141346763,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SHIP000782,2023-05-04,2023-05-10,2023-05-10,2,1.35457974665002,Clear,Light,No,-0.946880931770342,1.5739377848379674,0,0,1,-0.01642152387536158,-0.5404239141346763,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SHIP000783,2023-08-17,2023-08-19,2023-08-19,3,-0.6465538913975364,Clear,Light,No,-0.946880931770342,-0.7316914319465744,0,0,1,-0.8549646843400697,-0.5404239141346763,3,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000784,2023-05-24,2023-05-27,2023-05-28,2,-0.008956609409255436,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.2950143716139302,-0.5404239141346763,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000785,2023-12-09,2023-12-15,2023-12-17,3,1.684901230089732,Clear,Light,Yes,0.03147872185540848,1.5739377848379674,1,0,1,0.12199442967543477,-0.5404239141346763,5,12,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000786,2024-03-30,2024-04-01,2024-04-01,3,-0.7425775784439642,Clear,Light,No,-0.946880931770342,-0.7316914319465744,1,0,1,-0.8952018801397198,-0.5404239141346763,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000787,2024-05-17,2024-05-21,2024-05-23,2,0.509571300641455,Clear,Heavy,Yes,0.03147872185540848,0.4211231764456965,0,0,3,1.8296610194125853,-0.5404239141346763,4,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000788,2024-01-10,2024-01-15,2024-01-15,0,1.19518042615295,Clear,Light,No,-0.946880931770342,0.997530480641832,0,0,1,-0.08321526890278075,-0.5404239141346763,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000789,2023-08-16,2023-08-21,2023-08-22,0,1.143327635147879,Clear,Moderate,Yes,-0.4577011049574668,0.997530480641832,0,0,2,1.2607070708055326,-0.5404239141346763,2,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000790,2023-02-28,2023-03-03,2023-03-10,1,-0.2643796169527535,Clear,Heavy,Yes,2.477377855919785,-0.15528412775043895,0,0,3,0.8567256249770456,-0.5404239141346763,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000791,2023-05-30,2023-05-31,2023-06-05,1,-1.1458770640389613,Clear,Light,Yes,1.4990182022940344,-1.3080987361427099,0,0,1,-1.0641981024982503,-0.5404239141346763,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000792,2023-08-11,2023-08-14,2023-08-15,2,-0.27206151191646777,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.07451453863184765,-0.5404239141346763,4,8,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000793,2023-04-19,2023-04-22,2023-04-23,3,-0.22212919465232528,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.11636122226348375,-0.5404239141346763,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SHIP000794,2024-03-02,2024-03-08,2024-03-10,0,1.619605122898161,Rain,Moderate,Yes,0.03147872185540848,1.5739377848379674,1,1,2,1.6598600531380618,1.0899370908722663,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000795,2023-11-16,2023-11-20,2023-11-21,3,0.41738856107688427,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.6523206703148231,-0.5404239141346763,3,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000796,2023-06-30,2023-07-05,2023-07-05,2,0.9282345761638804,Clear,Light,No,-0.946880931770342,0.997530480641832,0,0,1,-0.19507467322580802,-0.5404239141346763,4,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SHIP000797,2023-09-01,2023-09-03,2023-09-06,3,-0.49099551838232325,Clear,Light,Yes,0.5206585486682838,-0.7316914319465744,0,0,1,-0.7897804271446365,-0.5404239141346763,4,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000798,2023-07-31,2023-08-06,2023-08-08,2,1.6906626513125176,Rain,Moderate,Yes,0.03147872185540848,1.5739377848379674,0,1,2,1.719411102921544,1.0899370908722663,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000799,2023-09-13,2023-09-15,2023-09-19,3,-0.9077383201638202,Rain,Moderate,Yes,1.009838375481159,-0.7316914319465744,0,1,2,-0.4582259337555197,1.0899370908722663,2,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SHIP000800,2024-02-23,2024-02-24,2024-03-01,0,-1.6816892377580286,Fog,Light,Yes,1.9881980291069097,-1.3080987361427099,0,2,1,-1.2887216550602978,1.0899370908722663,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000801,2024-04-29,2024-05-03,2024-05-05,0,0.4327523510043127,Clear,Light,Yes,0.03147872185540848,0.4211231764456965,0,0,1,-0.40269860355200254,-0.5404239141346763,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000802,2023-04-28,2023-05-01,2023-05-04,0,-0.07809366408268349,Rain,Light,Yes,0.5206585486682838,-0.15528412775043895,0,1,1,-0.6167604852061411,0.27475658836879496,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000803,2023-08-29,2023-09-03,2023-09-07,1,0.8149266254490956,Clear,Heavy,Yes,1.009838375481159,0.997530480641832,0,0,3,2.213523867341247,-0.5404239141346763,1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000804,2024-04-30,2024-05-01,2024-05-06,0,-1.1228313791478186,Rain,Heavy,Yes,1.4990182022940344,-1.3080987361427099,0,1,3,-0.2224359663695701,1.9051175933757376,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000805,2023-01-17,2023-01-18,2023-01-24,2,-1.4877213899242445,Clear,Moderate,Yes,1.9881980291069097,-1.3080987361427099,0,0,2,-0.9442912590152929,-0.5404239141346763,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SHIP000806,2023-01-31,2023-02-02,2023-02-06,3,-0.5812577842059654,Clear,Light,Yes,1.009838375481159,-0.7316914319465744,0,0,1,-0.8276033911963077,-0.5404239141346763,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SHIP000807,2023-03-02,2023-03-07,2023-03-09,3,0.8802227326406665,Clear,Heavy,Yes,0.03147872185540848,0.997530480641832,0,0,3,2.2956077467725335,-0.5404239141346763,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000808,2023-04-22,2023-04-28,2023-04-28,3,1.6580145977167322,Clear,Light,No,-0.946880931770342,1.5739377848379674,1,0,1,0.11072801485153275,-0.5404239141346763,5,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000809,2023-10-06,2023-10-11,2023-10-14,1,1.2662379545673066,Clear,Moderate,Yes,0.5206585486682838,0.997530480641832,0,0,2,1.3637142920526368,-0.5404239141346763,4,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SHIP000810,2023-09-22,2023-09-23,2023-09-23,0,-1.5741427082660295,Clear,Light,No,-0.946880931770342,-1.3080987361427099,0,0,1,-1.2436559957646898,-0.5404239141346763,4,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000811,2024-01-14,2024-01-19,2024-01-22,1,1.0050535258010227,Rain,Heavy,Yes,0.5206585486682838,0.997530480641832,1,1,3,2.452532810391169,1.9051175933757376,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHIP000812,2024-05-12,2024-05-15,2024-05-19,0,-0.05696845293246936,Clear,Moderate,Yes,1.009838375481159,-0.15528412775043895,1,0,2,0.2547771758142801,-0.5404239141346763,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000813,2023-06-27,2023-06-28,2023-07-01,0,-1.5184489697791013,Rain,Heavy,Yes,0.5206585486682838,-1.3080987361427099,0,1,3,-0.7197677064532454,1.9051175933757376,1,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
