Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter
SHIP005523,Bangalore,Jaipur,2023-01-16,2023-01-21,2023-01-21,Lorry,1571,Clear,Light,No,0,5,0,0,1,1571,0,0,1,1
SHIP005524,Pune,Bangalore,2023-02-02,2023-02-08,2023-02-10,Truck,1877,Clear,Heavy,Yes,2,6,0,0,3,5631,0,3,2,1
SHIP005525,Chennai,Hyderabad,2024-05-08,2024-05-09,2024-05-15,Lorry,583,Clear,Moderate,Yes,6,1,0,0,2,1166,0,2,5,2
SHIP005526,Delhi,Mumbai,2023-06-03,2023-06-06,2023-06-13,Truck,1166,Clear,Heavy,Yes,7,3,1,0,3,3498,0,5,6,2
SHIP005527,Hyderabad,Lucknow,2024-05-26,2024-05-28,2024-06-03,Container,710,Rain,Moderate,Yes,6,2,1,1,2,1420,2,6,5,2
SHIP005528,Jaipur,Pune,2024-01-09,2024-01-10,2024-01-10,Trailer,453,Clear,Light,No,0,1,0,0,1,453,0,1,1,1
SHIP005529,Chennai,Kolkata,2023-02-15,2023-02-18,2023-02-19,Truck,912,Clear,Moderate,Yes,1,3,0,0,2,1824,0,2,2,1
SHIP005530,Pune,Delhi,2023-05-27,2023-06-01,2023-06-05,Trailer,1663,Fog,Heavy,Yes,4,5,1,2,3,4989,6,5,5,2
SHIP005531,Chennai,Pune,2024-02-28,2024-03-04,2024-03-06,Container,1688,Clear,Heavy,Yes,2,5,0,0,3,5064,0,2,2,1
SHIP005532,Chennai,Ahmedabad,2023-09-12,2023-09-15,2023-09-16,Container,961,Clear,Moderate,Yes,1,3,0,0,2,1922,0,1,9,3
SHIP005533,Ahmedabad,Delhi,2024-01-07,2024-01-09,2024-01-09,Truck,792,Clear,Light,No,0,2,1,0,1,792,0,6,1,1
SHIP005534,Pune,Lucknow,2023-01-13,2023-01-19,2023-01-21,Lorry,1875,Fog,Light,Yes,2,6,0,2,1,1875,2,4,1,1
SHIP005535,Delhi,Jaipur,2023-11-22,2023-11-25,2023-11-25,Trailer,1078,Clear,Light,No,0,3,0,0,1,1078,0,2,11,4
SHIP005536,Pune,Jaipur,2024-02-24,2024-02-27,2024-03-05,Trailer,1193,Clear,Heavy,Yes,7,3,1,0,3,3579,0,5,2,1
SHIP005537,Jaipur,Pune,2023-06-30,2023-07-04,2023-07-04,Truck,1465,Clear,Light,No,0,4,0,0,1,1465,0,4,6,2
SHIP005538,Pune,Jaipur,2023-04-16,2023-04-17,2023-04-19,Container,236,Rain,Moderate,Yes,2,1,1,1,2,472,2,6,4,2
SHIP005539,Hyderabad,Chennai,2023-01-16,2023-01-21,2023-01-24,Trailer,1553,Rain,Heavy,Yes,3,5,0,1,3,4659,3,0,1,1
SHIP005540,Pune,Mumbai,2023-11-28,2023-12-02,2023-12-08,Truck,1413,Rain,Heavy,Yes,6,4,0,1,3,4239,3,1,11,4
SHIP005541,Lucknow,Kolkata,2023-04-09,2023-04-12,2023-04-17,Truck,996,Clear,Moderate,Yes,5,3,1,0,2,1992,0,6,4,2
SHIP005542,Pune,Hyderabad,2023-04-07,2023-04-10,2023-04-13,Lorry,1166,Clear,Moderate,Yes,3,3,0,0,2,2332,0,4,4,2
SHIP005543,Kolkata,Hyderabad,2023-08-03,2023-08-06,2023-08-11,Truck,1085,Clear,Moderate,Yes,5,3,0,0,2,2170,0,3,8,3
SHIP005544,Hyderabad,Chennai,2023-10-28,2023-10-29,2023-10-31,Lorry,555,Clear,Light,Yes,2,1,1,0,1,555,0,5,10,4
SHIP005545,Chennai,Jaipur,2024-01-29,2024-02-03,2024-02-06,Trailer,1623,Rain,Light,Yes,3,5,0,1,1,1623,1,0,1,1
SHIP005546,Pune,Ahmedabad,2023-04-18,2023-04-23,2023-04-24,Trailer,1553,Clear,Moderate,Yes,1,5,0,0,2,3106,0,1,4,2
SHIP005547,Lucknow,Hyderabad,2024-04-24,2024-04-29,2024-04-30,Lorry,1560,Clear,Moderate,Yes,1,5,0,0,2,3120,0,2,4,2
SHIP005548,Jaipur,Lucknow,2023-07-18,2023-07-22,2023-07-25,Truck,1488,Clear,Light,Yes,3,4,0,0,1,1488,0,1,7,3
SHIP005549,Mumbai,Chennai,2023-08-01,2023-08-03,2023-08-04,Lorry,688,Rain,Light,Yes,1,2,0,1,1,688,1,1,8,3
SHIP005550,Bangalore,Jaipur,2024-04-11,2024-04-15,2024-04-17,Lorry,1356,Clear,Light,Yes,2,4,0,0,1,1356,0,3,4,2
SHIP005551,Kolkata,Pune,2023-08-07,2023-08-08,2023-08-08,Truck,397,Clear,Light,No,0,1,0,0,1,397,0,0,8,3
SHIP005552,Kolkata,Bangalore,2023-06-12,2023-06-16,2023-06-16,Lorry,1396,Clear,Light,No,0,4,0,0,1,1396,0,0,6,2
SHIP005553,Bangalore,Mumbai,2023-09-28,2023-10-03,2023-10-05,Lorry,1606,Clear,Heavy,Yes,2,5,0,0,3,4818,0,3,9,3
SHIP005554,Kolkata,Delhi,2023-05-25,2023-05-30,2023-06-02,Container,1785,Rain,Light,Yes,3,5,0,1,1,1785,1,3,5,2
SHIP005555,Ahmedabad,Jaipur,2024-04-09,2024-04-12,2024-04-12,Lorry,1121,Clear,Light,No,0,3,0,0,1,1121,0,1,4,2
SHIP005556,Delhi,Hyderabad,2023-01-25,2023-01-29,2023-01-29,Lorry,1374,Clear,Light,No,0,4,0,0,1,1374,0,2,1,1
SHIP005557,Lucknow,Chennai,2023-06-28,2023-07-01,2023-07-01,Lorry,978,Clear,Light,No,0,3,0,0,1,978,0,2,6,2
SHIP005558,Delhi,Mumbai,2023-07-05,2023-07-10,2023-07-10,Trailer,1593,Clear,Light,No,0,5,0,0,1,1593,0,2,7,3
SHIP005559,Bangalore,Kolkata,2024-02-04,2024-02-06,2024-02-07,Container,750,Clear,Moderate,Yes,1,2,1,0,2,1500,0,6,2,1
SHIP005560,Mumbai,Jaipur,2023-08-01,2023-08-03,2023-08-05,Trailer,728,Rain,Moderate,Yes,2,2,0,1,2,1456,2,1,8,3
SHIP005561,Jaipur,Ahmedabad,2024-03-10,2024-03-13,2024-03-15,Container,931,Clear,Heavy,Yes,2,3,1,0,3,2793,0,6,3,1
SHIP005562,Chennai,Kolkata,2023-12-24,2023-12-25,2023-12-26,Container,319,Clear,Moderate,Yes,1,1,1,0,2,638,0,6,12,4
SHIP005563,Mumbai,Hyderabad,2023-11-04,2023-11-05,2023-11-09,Truck,448,Fog,Heavy,Yes,4,1,1,2,3,1344,6,5,11,4
SHIP005564,Kolkata,Chennai,2023-10-16,2023-10-19,2023-10-20,Container,1064,Clear,Moderate,Yes,1,3,0,0,2,2128,0,0,10,4
SHIP005565,Bangalore,Chennai,2023-10-08,2023-10-13,2023-10-13,Trailer,1694,Clear,Light,No,0,5,1,0,1,1694,0,6,10,4
SHIP005566,Pune,Jaipur,2023-03-20,2023-03-25,2023-03-25,Lorry,1555,Clear,Light,No,0,5,0,0,1,1555,0,0,3,1
SHIP005567,Bangalore,Delhi,2023-04-20,2023-04-21,2023-04-22,Trailer,248,Rain,Light,Yes,1,1,0,1,1,248,1,3,4,2
SHIP005568,Bangalore,Lucknow,2024-05-15,2024-05-19,2024-05-19,Lorry,1441,Clear,Light,No,0,4,0,0,1,1441,0,2,5,2
SHIP005569,Ahmedabad,Chennai,2023-09-29,2023-09-30,2023-09-30,Truck,569,Clear,Light,No,0,1,0,0,1,569,0,4,9,3
SHIP005570,Lucknow,Hyderabad,2023-08-26,2023-08-28,2023-08-30,Truck,883,Fog,Light,Yes,2,2,1,2,1,883,2,5,8,3
SHIP005571,Mumbai,Pune,2023-05-14,2023-05-17,2023-05-17,Lorry,1099,Clear,Light,No,0,3,1,0,1,1099,0,6,5,2
SHIP005572,Mumbai,Bangalore,2023-02-27,2023-03-05,2023-03-06,Lorry,1880,Clear,Moderate,Yes,1,6,0,0,2,3760,0,0,2,1
SHIP005573,Hyderabad,Jaipur,2023-07-07,2023-07-13,2023-07-14,Trailer,1863,Rain,Light,Yes,1,6,0,1,1,1863,1,4,7,3
SHIP005574,Bangalore,Pune,2024-01-18,2024-01-19,2024-01-19,Lorry,259,Clear,Light,No,0,1,0,0,1,259,0,3,1,1
SHIP005575,Lucknow,Ahmedabad,2024-04-19,2024-04-21,2024-04-25,Lorry,664,Clear,Moderate,Yes,4,2,0,0,2,1328,0,4,4,2
SHIP005576,Kolkata,Bangalore,2024-02-02,2024-02-04,2024-02-08,Truck,703,Clear,Light,Yes,4,2,0,0,1,703,0,4,2,1
SHIP005577,Delhi,Ahmedabad,2023-07-24,2023-07-25,2023-07-27,Truck,510,Fog,Light,Yes,2,1,0,2,1,510,2,0,7,3
SHIP005578,Pune,Hyderabad,2024-05-20,2024-05-24,2024-05-24,Lorry,1463,Clear,Light,No,0,4,0,0,1,1463,0,0,5,2
SHIP005579,Jaipur,Bangalore,2023-09-15,2023-09-20,2023-09-24,Lorry,1603,Clear,Light,Yes,4,5,0,0,1,1603,0,4,9,3
SHIP005580,Lucknow,Chennai,2023-12-24,2023-12-25,2023-12-25,Trailer,233,Clear,Light,No,0,1,1,0,1,233,0,6,12,4
SHIP005581,Ahmedabad,Delhi,2023-10-18,2023-10-20,2023-10-22,Container,735,Clear,Heavy,Yes,2,2,0,0,3,2205,0,2,10,4
SHIP005582,Lucknow,Kolkata,2024-05-09,2024-05-14,2024-05-14,Container,1683,Clear,Light,No,0,5,0,0,1,1683,0,3,5,2
SHIP005583,Hyderabad,Chennai,2024-02-20,2024-02-25,2024-02-26,Truck,1598,Clear,Moderate,Yes,1,5,0,0,2,3196,0,1,2,1
SHIP005584,Hyderabad,Delhi,2023-03-07,2023-03-10,2023-03-10,Lorry,1067,Clear,Light,No,0,3,0,0,1,1067,0,1,3,1
SHIP005585,Jaipur,Chennai,2023-01-02,2023-01-08,2023-01-09,Trailer,1838,Clear,Moderate,Yes,1,6,0,0,2,3676,0,0,1,1
SHIP005586,Hyderabad,Mumbai,2023-12-29,2024-01-02,2024-01-06,Trailer,1472,Clear,Heavy,Yes,4,4,0,0,3,4416,0,4,12,4
SHIP005587,Bangalore,Lucknow,2023-05-24,2023-05-29,2023-06-01,Trailer,1636,Clear,Light,Yes,3,5,0,0,1,1636,0,2,5,2
SHIP005588,Kolkata,Lucknow,2023-08-05,2023-08-11,2023-08-12,Trailer,1938,Rain,Light,Yes,1,6,1,1,1,1938,1,5,8,3
SHIP005589,Kolkata,Chennai,2023-01-13,2023-01-18,2023-01-20,Container,1514,Clear,Heavy,Yes,2,5,0,0,3,4542,0,4,1,1
SHIP005590,Ahmedabad,Lucknow,2023-04-16,2023-04-17,2023-04-20,Trailer,498,Rain,Heavy,Yes,3,1,1,1,3,1494,3,6,4,2
SHIP005591,Chennai,Mumbai,2023-12-21,2023-12-26,2023-12-28,Lorry,1652,Clear,Heavy,Yes,2,5,0,0,3,4956,0,3,12,4
SHIP005592,Delhi,Pune,2023-12-06,2023-12-07,2023-12-07,Trailer,355,Clear,Light,No,0,1,0,0,1,355,0,2,12,4
SHIP005593,Mumbai,Chennai,2024-05-15,2024-05-19,2024-05-21,Trailer,1223,Clear,Heavy,Yes,2,4,0,0,3,3669,0,2,5,2
SHIP005594,Mumbai,Pune,2023-01-30,2023-01-31,2023-02-07,Truck,358,Clear,Heavy,Yes,7,1,0,0,3,1074,0,0,1,1
SHIP005595,Jaipur,Kolkata,2023-06-04,2023-06-05,2023-06-06,Container,405,Rain,Light,Yes,1,1,1,1,1,405,1,6,6,2
SHIP005596,Chennai,Mumbai,2024-03-16,2024-03-22,2024-03-23,Truck,1945,Clear,Moderate,Yes,1,6,1,0,2,3890,0,5,3,1
SHIP005597,Bangalore,Kolkata,2023-02-03,2023-02-05,2023-02-06,Lorry,697,Clear,Moderate,Yes,1,2,0,0,2,1394,0,4,2,1
SHIP005598,Chennai,Kolkata,2023-03-26,2023-03-31,2023-04-01,Trailer,1730,Clear,Moderate,Yes,1,5,1,0,2,3460,0,6,3,1
SHIP005599,Chennai,Ahmedabad,2023-10-01,2023-10-02,2023-10-05,Lorry,590,Fog,Moderate,Yes,3,1,1,2,2,1180,4,6,10,4
SHIP005600,Bangalore,Mumbai,2024-05-26,2024-05-30,2024-06-04,Lorry,1221,Clear,Heavy,Yes,5,4,1,0,3,3663,0,6,5,2
SHIP005601,Chennai,Lucknow,2024-04-05,2024-04-09,2024-04-09,Truck,1466,Clear,Light,No,0,4,0,0,1,1466,0,4,4,2
SHIP005602,Hyderabad,Pune,2023-09-13,2023-09-19,2023-09-21,Lorry,1849,Fog,Light,Yes,2,6,0,2,1,1849,2,2,9,3
SHIP005603,Delhi,Chennai,2023-02-23,2023-02-27,2023-02-27,Lorry,1497,Clear,Light,No,0,4,0,0,1,1497,0,3,2,1
SHIP005604,Hyderabad,Bangalore,2023-08-10,2023-08-11,2023-08-16,Truck,549,Clear,Moderate,Yes,5,1,0,0,2,1098,0,3,8,3
SHIP005605,Chennai,Delhi,2024-05-22,2024-05-27,2024-05-27,Truck,1755,Clear,Light,No,0,5,0,0,1,1755,0,2,5,2
SHIP005606,Lucknow,Bangalore,2023-03-30,2023-03-31,2023-04-02,Lorry,382,Clear,Light,Yes,2,1,0,0,1,382,0,3,3,1
SHIP005607,Ahmedabad,Chennai,2023-05-20,2023-05-21,2023-05-23,Truck,459,Fog,Light,Yes,2,1,1,2,1,459,2,5,5,2
SHIP005608,Hyderabad,Delhi,2023-03-30,2023-04-03,2023-04-03,Truck,1327,Clear,Light,No,0,4,0,0,1,1327,0,3,3,1
SHIP005609,Ahmedabad,Lucknow,2023-10-13,2023-10-15,2023-10-19,Lorry,658,Rain,Moderate,Yes,4,2,0,1,2,1316,2,4,10,4
SHIP005610,Delhi,Lucknow,2023-01-17,2023-01-23,2023-01-29,Lorry,1944,Clear,Moderate,Yes,6,6,0,0,2,3888,0,1,1,1
SHIP005611,Chennai,Ahmedabad,2023-08-20,2023-08-24,2023-08-27,Truck,1285,Rain,Heavy,Yes,3,4,1,1,3,3855,3,6,8,3
SHIP005612,Mumbai,Jaipur,2024-03-10,2024-03-11,2024-03-13,Truck,290,Fog,Light,Yes,2,1,1,2,1,290,2,6,3,1
SHIP005613,Pune,Lucknow,2023-08-28,2023-08-29,2023-08-31,Lorry,332,Rain,Moderate,Yes,2,1,0,1,2,664,2,0,8,3
SHIP005614,Kolkata,Jaipur,2023-10-31,2023-11-02,2023-11-03,Lorry,837,Clear,Moderate,Yes,1,2,0,0,2,1674,0,1,10,4
SHIP005615,Ahmedabad,Pune,2023-03-22,2023-03-26,2023-03-31,Trailer,1319,Clear,Moderate,Yes,5,4,0,0,2,2638,0,2,3,1
SHIP005616,Delhi,Jaipur,2024-01-23,2024-01-29,2024-02-01,Lorry,1859,Fog,Moderate,Yes,3,6,0,2,2,3718,4,1,1,1
SHIP005617,Hyderabad,Kolkata,2023-02-24,2023-02-25,2023-02-25,Truck,321,Clear,Light,No,0,1,0,0,1,321,0,4,2,1
SHIP005618,Bangalore,Jaipur,2023-08-09,2023-08-13,2023-08-19,Container,1455,Rain,Moderate,Yes,6,4,0,1,2,2910,2,2,8,3
SHIP005619,Lucknow,Hyderabad,2023-06-14,2023-06-15,2023-06-16,Lorry,301,Rain,Light,Yes,1,1,0,1,1,301,1,2,6,2
SHIP005620,Kolkata,Bangalore,2023-08-26,2023-08-30,2023-09-01,Container,1232,Fog,Light,Yes,2,4,1,2,1,1232,2,5,8,3
SHIP005621,Mumbai,Hyderabad,2023-10-16,2023-10-19,2023-10-23,Truck,1149,Rain,Moderate,Yes,4,3,0,1,2,2298,2,0,10,4
SHIP005622,Bangalore,Chennai,2023-11-18,2023-11-23,2023-11-23,Lorry,1690,Clear,Light,No,0,5,1,0,1,1690,0,5,11,4
SHIP005623,Bangalore,Kolkata,2024-03-20,2024-03-21,2024-03-23,Container,223,Rain,Moderate,Yes,2,1,0,1,2,446,2,2,3,1
SHIP005624,Bangalore,Chennai,2024-03-08,2024-03-11,2024-03-11,Container,1048,Clear,Light,No,0,3,0,0,1,1048,0,4,3,1
SHIP005625,Kolkata,Chennai,2023-07-01,2023-07-02,2023-07-04,Container,502,Clear,Heavy,Yes,2,1,1,0,3,1506,0,5,7,3
SHIP005626,Delhi,Bangalore,2024-02-25,2024-02-29,2024-03-03,Container,1245,Clear,Moderate,Yes,3,4,1,0,2,2490,0,6,2,1
SHIP005627,Lucknow,Hyderabad,2023-10-04,2023-10-10,2023-10-14,Trailer,1950,Clear,Moderate,Yes,4,6,0,0,2,3900,0,2,10,4
SHIP005628,Chennai,Bangalore,2023-09-28,2023-10-04,2023-10-03,Truck,1528,Rain,Light,Yes,-1,6,0,1,1,1528,1,3,9,3
SHIP005629,Mumbai,Pune,2023-03-18,2023-03-23,2023-03-27,Lorry,1632,Clear,Light,Yes,4,5,1,0,1,1632,0,5,3,1
SHIP005630,Hyderabad,Mumbai,2023-12-02,2023-12-04,2023-12-07,Container,876,Clear,Light,Yes,3,2,1,0,1,876,0,5,12,4
SHIP005631,Bangalore,Mumbai,2023-11-22,2023-11-26,2023-11-26,Trailer,1380,Clear,Light,No,0,4,0,0,1,1380,0,2,11,4
SHIP005632,Kolkata,Mumbai,2024-03-15,2024-03-18,2024-03-18,Lorry,992,Clear,Light,No,0,3,0,0,1,992,0,4,3,1
SHIP005633,Lucknow,Hyderabad,2023-12-17,2023-12-18,2023-12-19,Truck,444,Clear,Moderate,Yes,1,1,1,0,2,888,0,6,12,4
SHIP005634,Bangalore,Hyderabad,2023-09-23,2023-09-28,2023-09-28,Trailer,1515,Clear,Light,No,0,5,1,0,1,1515,0,5,9,3
SHIP005635,Lucknow,Chennai,2023-03-23,2023-03-27,2023-03-28,Lorry,1416,Clear,Moderate,Yes,1,4,0,0,2,2832,0,3,3,1
SHIP005636,Bangalore,Ahmedabad,2024-05-24,2024-05-25,2024-05-26,Trailer,251,Rain,Light,Yes,1,1,0,1,1,251,1,4,5,2
SHIP005637,Pune,Chennai,2023-05-08,2023-05-10,2023-05-12,Truck,799,Fog,Light,Yes,2,2,0,2,1,799,2,0,5,2
SHIP005638,Delhi,Ahmedabad,2023-03-21,2023-03-27,2023-04-01,Container,1820,Fog,Light,Yes,5,6,0,2,1,1820,2,1,3,1
SHIP005639,Lucknow,Jaipur,2023-02-21,2023-02-22,2023-02-23,Container,307,Clear,Moderate,Yes,1,1,0,0,2,614,0,1,2,1
SHIP005640,Jaipur,Mumbai,2023-09-19,2023-09-25,2023-09-27,Trailer,1881,Clear,Heavy,Yes,2,6,0,0,3,5643,0,1,9,3
SHIP005641,Jaipur,Kolkata,2023-10-25,2023-10-29,2023-10-31,Lorry,1358,Clear,Heavy,Yes,2,4,0,0,3,4074,0,2,10,4
SHIP005642,Ahmedabad,Pune,2023-01-07,2023-01-12,2023-01-13,Trailer,1611,Clear,Moderate,Yes,1,5,1,0,2,3222,0,5,1,1
SHIP005643,Delhi,Lucknow,2023-08-12,2023-08-17,2023-08-19,Container,1629,Clear,Light,Yes,2,5,1,0,1,1629,0,5,8,3
SHIP005644,Chennai,Kolkata,2023-06-24,2023-06-27,2023-06-27,Lorry,1027,Clear,Light,No,0,3,1,0,1,1027,0,5,6,2
SHIP005645,Pune,Mumbai,2023-02-17,2023-02-18,2023-02-20,Container,491,Fog,Light,Yes,2,1,0,2,1,491,2,4,2,1
SHIP005646,Kolkata,Pune,2023-09-28,2023-10-01,2023-10-02,Container,1038,Clear,Moderate,Yes,1,3,0,0,2,2076,0,3,9,3
SHIP005647,Ahmedabad,Bangalore,2023-08-07,2023-08-08,2023-08-11,Trailer,384,Clear,Light,Yes,3,1,0,0,1,384,0,0,8,3
SHIP005648,Lucknow,Ahmedabad,2024-02-12,2024-02-13,2024-02-13,Lorry,556,Clear,Light,No,0,1,0,0,1,556,0,0,2,1
SHIP005649,Ahmedabad,Bangalore,2023-02-28,2023-03-01,2023-03-01,Trailer,485,Clear,Light,No,0,1,0,0,1,485,0,1,2,1
SHIP005650,Pune,Ahmedabad,2023-11-07,2023-11-12,2023-11-13,Trailer,1734,Rain,Light,Yes,1,5,0,1,1,1734,1,1,11,4
SHIP005651,Pune,Chennai,2024-04-06,2024-04-11,2024-04-18,Lorry,1591,Fog,Light,Yes,7,5,1,2,1,1591,2,5,4,2
SHIP005652,Lucknow,Pune,2023-10-19,2023-10-25,2023-10-25,Truck,1830,Clear,Light,No,0,6,0,0,1,1830,0,3,10,4
SHIP005653,Pune,Ahmedabad,2023-10-17,2023-10-19,2023-10-20,Lorry,856,Clear,Moderate,Yes,1,2,0,0,2,1712,0,1,10,4
SHIP005654,Hyderabad,Ahmedabad,2023-12-25,2023-12-29,2023-12-30,Lorry,1216,Clear,Moderate,Yes,1,4,0,0,2,2432,0,0,12,4
SHIP005655,Kolkata,Bangalore,2023-11-22,2023-11-27,2023-11-25,Container,1052,Clear,Light,Yes,-2,5,0,0,1,1052,0,2,11,4
SHIP005656,Hyderabad,Jaipur,2023-04-14,2023-04-15,2023-04-20,Lorry,383,Clear,Light,Yes,5,1,0,0,1,383,0,4,4,2
SHIP005657,Bangalore,Jaipur,2023-05-01,2023-05-04,2023-05-05,Truck,986,Clear,Moderate,Yes,1,3,0,0,2,1972,0,0,5,2
SHIP005658,Hyderabad,Chennai,2023-04-25,2023-04-29,2023-04-29,Trailer,1322,Clear,Light,No,0,4,0,0,1,1322,0,1,4,2
SHIP005659,Bangalore,Jaipur,2023-03-11,2023-03-12,2023-03-12,Truck,263,Clear,Light,No,0,1,1,0,1,263,0,5,3,1
SHIP005660,Chennai,Lucknow,2024-04-04,2024-04-10,2024-04-11,Trailer,1822,Clear,Moderate,Yes,1,6,0,0,2,3644,0,3,4,2
SHIP005661,Pune,Lucknow,2023-03-25,2023-03-26,2023-03-26,Truck,309,Clear,Light,No,0,1,1,0,1,309,0,5,3,1
SHIP005662,Delhi,Chennai,2023-11-27,2023-12-03,2023-12-04,Truck,1832,Clear,Moderate,Yes,1,6,0,0,2,3664,0,0,11,4
SHIP005663,Delhi,Hyderabad,2024-01-08,2024-01-12,2024-01-14,Container,1406,Clear,Heavy,Yes,2,4,0,0,3,4218,0,0,1,1
SHIP005664,Jaipur,Kolkata,2024-05-12,2024-05-13,2024-05-14,Lorry,493,Clear,Moderate,Yes,1,1,1,0,2,986,0,6,5,2
SHIP005665,Pune,Lucknow,2024-03-03,2024-03-04,2024-03-06,Container,551,Rain,Moderate,Yes,2,1,1,1,2,1102,2,6,3,1
SHIP005666,Jaipur,Ahmedabad,2023-03-30,2023-04-03,2023-04-08,Trailer,1468,Clear,Light,Yes,5,4,0,0,1,1468,0,3,3,1
SHIP005667,Lucknow,Hyderabad,2023-12-19,2023-12-24,2023-12-24,Truck,1681,Clear,Light,No,0,5,0,0,1,1681,0,1,12,4
SHIP005668,Chennai,Jaipur,2024-01-11,2024-01-12,2024-01-14,Container,428,Clear,Heavy,Yes,2,1,0,0,3,1284,0,3,1,1
SHIP005669,Lucknow,Bangalore,2023-08-28,2023-09-03,2023-09-04,Container,1995,Rain,Light,Yes,1,6,0,1,1,1995,1,0,8,3
SHIP005670,Bangalore,Ahmedabad,2023-10-21,2023-10-22,2023-10-24,Truck,223,Clear,Light,Yes,2,1,1,0,1,223,0,5,10,4
SHIP005671,Pune,Kolkata,2023-06-10,2023-06-16,2023-06-16,Truck,1955,Clear,Light,No,0,6,1,0,1,1955,0,5,6,2
SHIP005672,Ahmedabad,Hyderabad,2023-03-30,2023-03-31,2023-04-04,Container,480,Rain,Moderate,Yes,4,1,0,1,2,960,2,3,3,1
SHIP005673,Hyderabad,Ahmedabad,2023-01-14,2023-01-15,2023-01-15,Lorry,566,Clear,Light,No,0,1,1,0,1,566,0,5,1,1
SHIP005674,Ahmedabad,Kolkata,2024-01-16,2024-01-22,2024-01-28,Trailer,1991,Clear,Moderate,Yes,6,6,0,0,2,3982,0,1,1,1
SHIP005675,Lucknow,Ahmedabad,2024-01-26,2024-02-01,2024-02-02,Container,1986,Rain,Light,Yes,1,6,0,1,1,1986,1,4,1,1
SHIP005676,Bangalore,Pune,2024-01-03,2024-01-05,2024-01-08,Lorry,781,Clear,Light,Yes,3,2,0,0,1,781,0,2,1,1
SHIP005677,Kolkata,Hyderabad,2023-08-14,2023-08-17,2023-08-22,Truck,983,Rain,Light,Yes,5,3,0,1,1,983,1,0,8,3
SHIP005678,Lucknow,Jaipur,2024-01-30,2024-01-31,2024-02-05,Container,550,Rain,Heavy,Yes,5,1,0,1,3,1650,3,1,1,1
SHIP005679,Jaipur,Kolkata,2023-11-04,2023-11-08,2023-11-08,Lorry,1409,Clear,Light,No,0,4,1,0,1,1409,0,5,11,4
SHIP005680,Kolkata,Ahmedabad,2023-08-07,2023-08-12,2023-08-12,Truck,1574,Clear,Light,No,0,5,0,0,1,1574,0,0,8,3
SHIP005681,Pune,Hyderabad,2023-11-25,2023-11-29,2023-12-02,Trailer,1432,Clear,Light,Yes,3,4,1,0,1,1432,0,5,11,4
SHIP005682,Chennai,Bangalore,2023-05-08,2023-05-10,2023-05-15,Truck,858,Rain,Moderate,Yes,5,2,0,1,2,1716,2,0,5,2
SHIP005683,Jaipur,Chennai,2024-02-10,2024-02-16,2024-02-17,Lorry,1868,Clear,Moderate,Yes,1,6,1,0,2,3736,0,5,2,1
SHIP005684,Bangalore,Delhi,2023-07-31,2023-08-04,2023-08-04,Lorry,1285,Clear,Light,No,0,4,0,0,1,1285,0,0,7,3
SHIP005685,Chennai,Jaipur,2023-12-25,2023-12-29,2023-12-29,Container,1220,Clear,Light,No,0,4,0,0,1,1220,0,0,12,4
SHIP005686,Kolkata,Ahmedabad,2023-07-19,2023-07-20,2023-07-26,Truck,548,Rain,Moderate,Yes,6,1,0,1,2,1096,2,2,7,3
SHIP005687,Delhi,Hyderabad,2023-02-12,2023-02-16,2023-02-19,Lorry,1241,Rain,Light,Yes,3,4,1,1,1,1241,1,6,2,1
SHIP005688,Delhi,Lucknow,2023-03-31,2023-04-01,2023-04-03,Truck,549,Clear,Heavy,Yes,2,1,0,0,3,1647,0,4,3,1
SHIP005689,Kolkata,Hyderabad,2024-03-30,2024-04-01,2024-04-01,Lorry,834,Clear,Light,No,0,2,1,0,1,834,0,5,3,1
SHIP005690,Lucknow,Hyderabad,2023-08-09,2023-08-10,2023-08-15,Container,385,Rain,Moderate,Yes,5,1,0,1,2,770,2,2,8,3
SHIP005691,Delhi,Bangalore,2023-10-12,2023-10-16,2023-10-14,Trailer,736,Clear,Heavy,Yes,-2,4,0,0,3,2208,0,3,10,4
SHIP005692,Delhi,Lucknow,2023-02-18,2023-02-19,2023-02-19,Lorry,464,Clear,Light,No,0,1,1,0,1,464,0,5,2,1
SHIP005693,Pune,Mumbai,2023-01-29,2023-02-03,2023-02-03,Container,1714,Clear,Light,No,0,5,1,0,1,1714,0,6,1,1
SHIP005694,Hyderabad,Jaipur,2023-07-18,2023-07-22,2023-07-24,Container,1367,Fog,Light,Yes,2,4,0,2,1,1367,2,1,7,3
SHIP005695,Jaipur,Pune,2024-05-21,2024-05-22,2024-05-27,Container,499,Clear,Light,Yes,5,1,0,0,1,499,0,1,5,2
SHIP005696,Lucknow,Mumbai,2023-06-30,2023-07-05,2023-07-07,Container,1765,Clear,Heavy,Yes,2,5,0,0,3,5295,0,4,6,2
SHIP005697,Mumbai,Bangalore,2023-02-16,2023-02-19,2023-02-20,Trailer,981,Rain,Light,Yes,1,3,0,1,1,981,1,3,2,1
SHIP005698,Chennai,Pune,2023-07-13,2023-07-15,2023-07-16,Trailer,649,Rain,Light,Yes,1,2,0,1,1,649,1,3,7,3
